Mesh,Class,Number of faces,Number of vertices,Type of faces,Bounding box volume,Centroid,Normalized number of faces,Normalized number of vertices,Normalized bounding box volume,Normalized centroid
199,animal,7642,3893,triangles,0.058671499831148985,[ 0.00031182  0.00383862 -0.03065781],7642,3893,0.0709362792485041,[-2.02980025e-17 -7.17996388e-18 -8.13559911e-17]
187,animal,7642,3875,triangles,0.2370495664238709,[ 0.00163248 -0.00439969 -0.00164349],7642,3875,0.24341899185926222,[1.96975053e-18 8.37896061e-17 2.45323475e-19]
161,animal,7642,4002,triangles,0.028501290650509156,[-0.00024474  0.05709804  0.00873051],7642,4002,0.02060533368374301,[-5.52233310e-19 -8.98761880e-17 -1.00286263e-17]
170,animal,7642,3852,triangles,0.03887892141169088,[0.00021758 0.01629834 0.00907304],7642,3852,0.04294291108223318,[ 1.86262105e-18  1.96421857e-17 -4.08911972e-18]
104,animal,7392,3698,triangles,0.14676093502548612,[ 0.00047096  0.00406014 -0.00016057],7392,3698,0.1463470025759311,[-5.69334556e-17  3.76479089e-17 -5.72299254e-19]
139,animal,7642,3901,triangles,0.07000502607297553,[ 9.09140745e-07 -2.13427884e-02  6.52031626e-05],7642,3901,0.07979311419176983,[-1.44078546e-18 -1.10851543e-17  3.02387071e-19]
173,animal,6808,3677,triangles,0.0299138548004689,[1.26448685e-05 4.66077734e-03 4.67378782e-04],6808,3677,0.029092680491545227,[ 7.70317240e-18 -1.12622570e-16  4.55359015e-18]
134,animal,7638,4054,triangles,0.009163864172931468,[-0.00010159 -0.00044872 -0.00022029],7638,4054,0.009188580427755989,[ 1.12966699e-18  2.47020515e-17 -2.38599361e-18]
145,animal,7642,3823,triangles,0.1640305500452033,[0.0043425  0.01074289 0.00576875],7642,3823,0.1539024627274984,[ 1.67419193e-17 -7.94261044e-18  5.98962853e-18]
118,animal,7642,3911,triangles,0.04200291522957786,[0.0009767  0.01013981 0.00432171],7642,3911,0.03954775116938855,[-1.05280993e-17 -1.98710334e-19  1.99828080e-17]
175,animal,7635,4099,triangles,0.09103968092894071,[-0.00321809  0.01037634  0.00037797],7635,4099,0.08620771045866127,[ 7.06754868e-18 -1.25485808e-16  7.84117018e-18]
167,animal,7643,3830,triangles,0.17356845397904874,[0.00708565 0.02679555 0.00050836],7643,3830,0.14898905435792625,[ 1.30045380e-17 -1.21109969e-16 -4.80106236e-19]
157,animal,7642,3853,triangles,0.06551741764650422,[0.00075742 0.01081947 0.00078497],7642,3853,0.06158491719680487,[ 1.06469610e-17 -6.07625955e-17  2.66534207e-19]
126,animal,7642,3970,triangles,0.01697800072646012,[-0.00015611  0.02960145  0.00345135],7642,3970,0.014287263797994706,[4.66146852e-18 3.92003810e-17 2.40326930e-18]
156,animal,7642,3833,triangles,0.05617023914513781,[ 0.00165785 -0.01187144 -0.01130433],7642,3833,0.06042846940324268,[-5.73685228e-18 -1.94209376e-17  1.03621781e-17]
138,animal,7643,3828,triangles,0.07328346221856541,[-0.0001535  -0.01043211  0.0212759 ],7643,3828,0.08349493123515724,[ 2.13894849e-19  2.93108449e-18 -4.11910724e-17]
166,animal,6784,1798,triangles,0.056716587291018444,[4.77522700e-05 6.15893143e-03 2.25848134e-04],6784,1798,0.05467129864575678,[-9.75757835e-18  1.40969920e-16  5.35275075e-18]
121,animal,7642,3905,triangles,0.0461475228990679,[-0.00048017  0.00394588  0.00075063],7642,3905,0.04507200601547247,[-3.39748147e-18 -1.68878995e-17  3.92345141e-18]
180,animal,7643,4200,triangles,0.04214611121728771,[-6.57839780e-05  4.39624852e-02  9.11579899e-03],7643,4200,0.0331597712230872,[-8.52492680e-19  6.52784705e-17 -5.41341112e-17]
129,animal,3294,1835,triangles,0.028441350357621697,[-3.28604839e-18 -5.86875386e-18 -5.49628463e-18],3294,1835,0.02844135035762171,[-4.02720545e-18 -1.19795182e-17 -6.42840307e-19]
159,animal,7643,3913,triangles,0.0367351367214358,[ 0.00069314  0.02570871 -0.00132527],7643,3913,0.03160502574356133,[ 1.94352868e-18 -5.38016972e-18 -1.24994961e-18]
172,animal,7643,3862,triangles,0.015043261496175547,[0.00021424 0.01090514 0.00085627],7643,3862,0.014100411203656665,[ 4.52770912e-19 -8.94617828e-17 -7.42580231e-18]
184,animal,7643,3895,triangles,0.03576074622378324,[0.00095184 0.00230073 0.00484879],7643,3895,0.03527159996498292,[ 1.79235460e-17 -5.87320807e-17 -7.11882414e-18]
108,animal,7637,3813,triangles,0.1667057137239166,[ 0.07134252 -0.05040385 -0.00088067],7637,3813,0.24065997540151984,[-8.14687654e-17 -1.41463902e-16 -5.90069853e-19]
101,animal,8768,4413,triangles,0.1910146586515435,[-1.24099900e-04  7.52100276e-05  3.00731709e-03],8768,4413,0.18760905754765123,[-6.23918672e-18 -3.71623132e-16 -1.47589471e-16]
146,animal,7643,4588,triangles,0.10252872122912501,[ 0.00132401  0.00276329 -0.00037003],7643,4588,0.1060733919234796,[ 9.62529545e-18 -7.81434699e-17 -2.80157085e-17]
160,animal,6508,3382,triangles,0.09572166364932086,[ 5.62398484e-06 -6.21504410e-03 -1.01558682e-03],6508,3382,0.09938176112220726,[-5.91508904e-18 -4.44122037e-16  5.15185174e-18]
196,animal,7763,4049,triangles,0.048879805945412406,[ 8.60978093e-18 -4.44061790e-17  5.30570895e-18],7763,4049,0.04887980594541239,[ 1.21674850e-18  5.30228149e-18 -1.17433367e-18]
198,animal,5122,1481,triangles,0.07479683581520113,[-0.00036462 -0.02859814 -0.00579294],5122,1481,0.08929141449266634,[-1.26502455e-18  6.06087316e-17 -2.81965772e-18]
150,animal,7642,4616,triangles,0.05381241276433594,[0.00146037 0.00032922 0.0008486 ],7642,4616,0.054246188445455756,[ 1.01961041e-18  2.25333665e-18 -7.21969663e-17]
144,animal,7642,3841,triangles,0.04966718466921229,[ 0.00122064  0.00233894 -0.00100454],7642,3841,0.049306818960064835,[-4.12892189e-17 -3.13903204e-17  1.05862844e-18]
188,animal,7634,4030,triangles,0.030366080594698967,[-0.00067192  0.00539892  0.00067436],7634,4030,0.02940328377731882,[-8.19064970e-18  4.73842085e-18 -1.09231620e-17]
110,animal,7642,3823,triangles,0.2486512034475179,[0.00099699 0.00609214 0.04104948],7642,3823,0.19767099866906465,[-4.75540205e-18 -2.63743310e-17 -5.82046690e-17]
151,animal,5954,2996,triangles,0.03648523728120072,[ 6.78603443e-19 -5.50479407e-17  1.43653169e-18],5954,2996,0.03648523728120073,[7.48085024e-19 7.12417812e-18 1.89047802e-18]
123,animal,7643,3902,triangles,0.05560570460250049,[-0.00101837  0.00449544  0.00888244],7643,3902,0.05413244174996498,[ 1.33638615e-18 -2.72576540e-17  1.78985052e-17]
192,animal,7642,3925,triangles,0.044666980008479705,[-0.00079199 -0.00132361  0.01027407],7642,3925,0.04502359600874628,[ 4.09191435e-17  1.31529607e-17 -1.26119921e-17]
186,animal,9024,4881,triangles,0.02667035502612837,[0.00011836 0.01480487 0.00015753],9024,4881,0.024434917627512067,[ 1.79976228e-18 -2.31865109e-17  7.84090746e-18]
133,animal,7643,4102,triangles,0.037892417533720184,[-1.80012029e-05 -1.50932641e-03 -2.11042913e-04],7643,4102,0.038237651877470684,[ 1.42989404e-17 -9.01278077e-18 -2.07896163e-18]
103,animal,7642,3885,triangles,0.07315983921024508,[ 0.00081305  0.00253686 -0.03338153],7642,3885,0.09001128578677822,[-4.80989480e-18 -1.46172221e-17 -2.23973564e-18]
131,animal,7642,4648,triangles,0.04252523878394235,[-1.36925536e-05  8.70038804e-04 -4.19330536e-03],7642,4648,0.04179973515882628,[ 4.61536094e-17 -2.68493991e-18  1.42838504e-17]
142,animal,7612,4013,triangles,0.05126584708129707,[-0.03012113 -0.02276189 -0.0027442 ],7612,4013,0.05895664878251861,[ 4.26466183e-17 -2.55544264e-17 -6.82909581e-18]
100,animal,7642,3823,triangles,0.18268191110426976,[-0.00091642 -0.00186503  0.00216245],7642,3823,0.1803320237977116,[ 9.11149553e-19 -5.37251529e-19  9.93334516e-17]
182,animal,7642,3817,triangles,0.03658756193466127,[ 0.00040952  0.02202444 -0.01483059],7642,3817,0.032175857797831026,[2.07239692e-19 1.24339271e-17 1.79480481e-17]
148,animal,7707,3964,triangles,0.07549622627233574,[ 6.73583848e-18 -7.28163745e-17 -1.84780434e-17],7707,3964,0.07549622627233582,[7.70210221e-20 1.90732058e-17 2.45066889e-19]
112,animal,7643,3847,triangles,0.37025851734267035,[-4.16755188e-03 -8.11301018e-03 -9.52158857e-05],7643,3847,0.3888830938795504,[-1.07934341e-17  1.12191110e-18  1.38746313e-17]
178,animal,7642,3823,triangles,0.027553526735141148,[-0.00032953  0.10505545 -0.01676533],7642,3823,0.055908629258324155,[ 8.24027683e-19  1.43613142e-16 -1.06070876e-17]
120,animal,7641,3915,triangles,0.040635025894648666,[-0.00013563 -0.00113084  0.00673413],7641,3915,0.04091198836242215,[-2.06855251e-17 -6.05447294e-18  2.40034330e-17]
105,animal,7643,3916,triangles,0.201271454449835,[ 0.00115898 -0.04464994  0.02393061],7643,3916,0.17493265712440711,[ 7.33746833e-18 -4.51098981e-17  1.42179992e-17]
136,animal,7642,3904,triangles,0.033801413146083426,[-0.0008419   0.00748455  0.00647998],7642,3904,0.03239664697272685,[ 1.57973589e-17 -7.70050150e-18  1.57440374e-17]
193,animal,7642,3938,triangles,0.08792013431028856,[ 0.00154062 -0.08447104 -0.00020678],7642,3938,0.15317731582348418,[4.55662256e-18 4.15346895e-17 2.99017343e-18]
158,animal,7642,3889,triangles,0.025577219262229913,[0.00093335 0.04022792 0.00565145],7642,3889,0.02027833410737342,[ 4.99318452e-18 -3.23788880e-16 -1.23892889e-18]
152,animal,7642,4086,triangles,0.0476994733511229,[-0.00064178 -0.04978842  0.00029318],7642,4086,0.06533916859758873,[ 2.02426861e-18  2.07847553e-16 -3.93560612e-19]
162,animal,6988,3581,triangles,0.06222892491547319,[ 2.55000960e-18  2.90267050e-18 -1.34275154e-17],6988,3581,0.0622289249154732,[2.51900644e-18 2.90267050e-18 5.27538080e-19]
141,animal,7643,4644,triangles,0.07361205583689605,[ 0.00082705 -0.00131911  0.00197731],7643,4644,0.07343810438942501,[-3.62630607e-17 -3.45225065e-17  6.43028075e-17]
109,animal,7580,3794,triangles,0.18396510693832197,[-0.01952738  0.02266363 -0.00172776],7580,3794,0.2114325687590366,[ 1.57355971e-16  1.68629387e-16 -6.07198939e-19]
154,animal,7642,3984,triangles,0.06708556976712086,[ 0.00113988  0.00444988 -0.00019696],7642,3984,0.0664996217909332,[-1.28536739e-18 -5.89318309e-17  1.28910114e-17]
165,animal,6984,1882,triangles,0.038204847281192354,[-1.64435914e-05  6.42293245e-03 -1.99038355e-04],6984,1882,0.03676955635613277,[-1.97518074e-17 -1.74025394e-17 -1.64992297e-18]
130,animal,7458,3817,triangles,0.03417507767752256,[2.66816727e-05 5.36605282e-03 2.19368781e-04],7458,3817,0.03309796762775056,[ 7.74821944e-17  7.45899282e-17 -6.20128421e-18]
1502,vehicle,7040,4970,triangles,0.08871508551862196,[ 2.69178822e-17  8.46070363e-19 -2.05681660e-17],7040,4970,0.08871508551862196,[2.19140601e-17 8.46070363e-19 5.14622997e-18]
1583,vehicle,9168,4608,triangles,0.12647208132807705,[0.00034532 0.00122017 0.00260285],9168,4608,0.12451734278748733,[ 7.34838728e-18  8.13663614e-17 -6.67582429e-17]
1588,vehicle,7716,4400,triangles,0.10077652551360174,[ 1.30451205e-17 -5.26598966e-17  2.22296928e-17],7716,4400,0.10077652551360175,[-2.47907755e-18 -1.37137776e-17  1.09256039e-17]
1513,vehicle,7642,4626,triangles,0.054586824407793916,[-0.04181881 -0.00021802  0.00137528],7642,4626,0.07093916585855897,[ 1.61889525e-16 -8.51986973e-19  3.99218896e-18]
1558,vehicle,7589,4551,triangles,0.0811522470139307,[ 0.00129307 -0.00348214  0.00337735],7589,4551,0.08281919111272418,[-1.02154667e-17  1.24003569e-17  1.24384743e-17]
1570,vehicle,5821,3240,triangles,0.039076878010798684,[ 0.00024923  0.00322055 -0.00808648],5821,3240,0.041035865518158694,[-2.45002921e-18  3.04540344e-18 -3.56367884e-18]
1571,vehicle,7642,4035,triangles,0.10696174140084339,[ 0.00108912  0.00333483 -0.00548169],7642,4035,0.1035195088913616,[-5.05584835e-18  4.60529315e-18 -1.08683543e-17]
1565,vehicle,7633,4659,triangles,0.7011270287354648,[-0.00332087 -0.01659663  0.00497258],7633,4659,0.6873404649614057,[-3.99146505e-19  1.88849914e-17 -2.71181327e-17]
1598,chess_piece,9440,4722,triangles,0.14487754082008744,[ 2.75337410e-10 -4.08551176e-05  5.27638200e-10],9440,4722,0.144842032689181,[-2.80671058e-19  1.38857818e-15  1.66565782e-18]
1568,vehicle,7643,3739,triangles,0.07482023088939933,[-0.00022935  0.01799414 -0.00019172],7643,3739,0.07473423100490316,[-6.16501887e-18 -5.13949526e-17 -1.40819275e-17]
1526,vehicle,8960,4592,triangles,0.09053105616222193,[-3.47279631e-06 -1.87455138e-03 -1.60924160e-02],8960,4592,0.09986661142944878,[ 1.39865858e-17  4.07826236e-17 -5.68167271e-18]
1572,vehicle,7642,4049,triangles,0.0283004652414192,[ 0.00127897 -0.01261529 -0.07031128],7642,4049,0.04137042469030258,[ 3.34177405e-18  2.55345812e-18 -2.79845300e-16]
1517,vehicle,7440,3878,triangles,0.10435895252751265,[-1.02347790e-18  1.62396599e-17  4.01518255e-17],7440,3878,0.10435895252751262,[-1.02347790e-18 -4.33009883e-19 -1.03206653e-17]
1507,vehicle,7643,3930,triangles,0.06519196099632048,[ 0.00087185  0.00133162 -0.00271986],7643,3930,0.06413955157218189,[ 3.55243118e-17  5.59702129e-18 -2.75860759e-17]
1547,vehicle,7040,3609,triangles,0.1336726746881003,[ 0.00526434  0.00185542 -0.00023772],7040,3609,0.1295378588907714,[-1.68779125e-16  3.63960270e-18  1.92804733e-16]
1566,vehicle,7642,3951,triangles,0.06594483924157865,[-0.00393548 -0.00436254 -0.01477044],7642,3951,0.06757167476348551,[-5.28803076e-18 -1.85809915e-18 -3.98174140e-17]
1585,vehicle,7643,4004,triangles,0.11391838154005125,[ 6.06873348e-05 -2.59115856e-02 -2.68149536e-03],7643,4004,0.11210503645600657,[-1.90628953e-18  2.09483890e-17 -6.92502998e-18]
1543,vehicle,8768,4805,triangles,0.08695033676973649,[ 3.35398249e-03 -2.92159676e-03  5.32544414e-06],8768,4805,0.088723856243492,[-1.38910735e-16  1.88884490e-17 -6.08369870e-17]
1516,vehicle,7628,3682,triangles,0.10677446375621334,[-0.0003952   0.01353844  0.00808692],7628,3682,0.09911322268242402,[ 5.14254581e-17 -4.55984457e-17 -7.17257746e-18]
1595,chess_set,7634,4016,triangles,0.06737490014851709,[ 0.10325197 -0.01899576 -0.03836368],7634,4016,0.11465817758404752,[ 5.22213968e-17 -7.53222462e-17  2.11843602e-16]
1525,vehicle,7641,3647,triangles,0.11825990263960436,[ 0.00058288 -0.00180922  0.00982494],7641,3647,0.1169853859769504,[ 9.89748453e-17  6.57092514e-17 -4.29556917e-17]
1549,vehicle,5722,2130,triangles,0.05259324826547816,[0.00106516 0.00136232 0.01332247],5722,2130,0.04860368348276074,[ 2.24520454e-17 -3.62500197e-18 -3.38800454e-17]
1560,vehicle,7642,3712,triangles,0.4324060706904551,[-0.01133191 -0.00076996 -0.00622296],7642,3712,0.4042901045321218,[1.92688896e-17 5.51073794e-18 2.74172298e-17]
1510,vehicle,7643,3762,triangles,0.08658493055222745,[ 0.00087915  0.00530761 -0.05857804],7643,3762,0.10100598325311654,[-1.36754495e-16 -7.17498599e-18 -1.74117912e-17]
1541,vehicle,7616,3771,triangles,0.07850002659722514,[ 0.00077463  0.0095983  -0.02011597],7616,3771,0.08879140423703608,[ 9.13409423e-18 -4.25147557e-18 -1.34840134e-17]
1546,vehicle,7642,4580,triangles,0.1454140838124644,[0.01117389 0.00093113 0.00231958],7642,4580,0.1509318251154491,[ 2.19935666e-16 -5.34052424e-19 -1.24218321e-17]
1535,vehicle,7642,3965,triangles,0.05550355109461055,[-0.00142295  0.00261258 -0.05036472],7642,3965,0.076366607333861,[-2.16234484e-17  1.61213343e-17  1.54423203e-17]
1580,vehicle,7641,4009,triangles,0.11989588776674408,[-0.00717957  0.00099125  0.00721457],7641,4009,0.1148759330646049,[-9.81726271e-17  2.43181490e-18  3.16594607e-17]
1523,vehicle,7642,3831,triangles,0.146365512464365,[-0.00499441  0.0011396   0.00054644],7642,3831,0.14486222412650857,[ 2.43069580e-17 -9.16129610e-18  7.77025707e-18]
1575,vehicle,7642,3931,triangles,0.1547252403646979,[-0.00092218 -0.00832768 -0.03931014],7642,3931,0.16981027190134437,[8.44458622e-18 1.73798905e-17 2.00947261e-16]
1562,vehicle,7642,4646,triangles,0.44072747288590397,[-2.18308315e-03 -2.13152408e-02  7.49802192e-05],7642,4646,0.43500465072696065,[-1.69305427e-17  2.41367767e-17  1.48157184e-17]
1550,vehicle,7643,4040,triangles,0.08393335677889294,[-0.00048895  0.00351983 -0.03320922],7643,4040,0.10315203435280154,[ 1.07992548e-16 -1.46712950e-17  5.41508532e-17]
1594,chess_set,7643,4212,triangles,0.11227737766539186,[-0.00134823 -0.0034692  -0.00053895],7643,4212,0.11319055406430932,[-4.60721468e-16 -3.50519576e-17  8.64561140e-18]
1557,vehicle,7642,3975,triangles,0.12628364487625252,[-0.00247152 -0.00387405  0.00568509],7642,3975,0.12442932906789288,[-3.21056948e-17 -8.33714649e-18  1.72049656e-17]
1599,chess_piece,7936,3970,triangles,0.11750266906964699,[-9.37553431e-10 -5.27843340e-04 -9.37553388e-10],7936,3970,0.11713131540415221,[6.80535952e-17 2.56987267e-16 7.09619880e-18]
1524,vehicle,7642,3831,triangles,0.13220595298514765,[-0.00054782 -0.00344612 -0.00306778],7642,3831,0.1301176554585891,[-1.15989256e-17 -1.59752138e-17  1.21571015e-17]
1591,chess_set,7642,3924,triangles,0.252548613284995,[0.00055907 0.01108718 0.000384  ],7642,3924,0.2525492697216542,[-6.16507638e-17  6.29522485e-18  1.47817538e-16]
1506,vehicle,7819,4284,triangles,0.14182447737149098,[ 7.99631395e-16  1.29075737e-16 -1.21066206e-17],7819,4284,0.1418244773714909,[-6.73986233e-16  2.79159282e-18  2.50247224e-19]
1577,vehicle,9794,4946,triangles,0.06244446846499262,[ 7.34293787e-17  4.34908433e-18 -4.88444258e-17],9794,4946,0.06244446846499267,[2.40013338e-17 3.19868138e-18 1.30191944e-18]
1563,vehicle,7634,3908,triangles,0.2952101617574391,[0.00483178 0.00039789 0.00494196],7634,3908,0.30413959927469847,[2.15198040e-17 6.51320306e-18 2.42186573e-17]
1578,vehicle,9184,4638,triangles,0.055346128678636995,[ 0.00033463 -0.00320801 -0.00392678],9184,4638,0.056670872798220945,[-6.16372909e-18 -1.57149939e-17 -1.50160178e-16]
1518,vehicle,7643,3911,triangles,0.11456306406714253,[ 0.00086327  0.01006614 -0.00206702],7643,3911,0.11599571914596897,[-1.30581077e-18  2.43065320e-18 -2.04387772e-18]
1529,vehicle,7410,4161,triangles,0.10580748133146636,[-1.06326334e-17 -8.92834366e-18  2.49873555e-17],7410,4161,0.10580748133146645,[-6.91054466e-18  2.34298148e-19  1.93175071e-17]
1540,vehicle,7642,3859,triangles,0.07028395720400914,[ 0.00148423  0.00259132 -0.00110579],7642,3859,0.06966174853897067,[-4.05940577e-17  7.86312077e-18  5.33678080e-18]
1533,vehicle,7642,3945,triangles,0.09304823432495685,[ 0.00136584  0.00183185 -0.00968782],7642,3945,0.08784263865181811,[ 7.72512599e-18 -1.19605776e-19 -1.77473864e-17]
1592,chess_set,5968,3287,triangles,0.18045048078877732,[-3.42828223e-17 -2.06879100e-18  4.39090335e-19],5968,3287,0.1804504807887773,[ 1.91004296e-17 -1.62970067e-18  4.39090335e-19]
1555,vehicle,7642,4267,triangles,0.0808224872173794,[-0.03829759 -0.00645615 -0.00021275],7642,4267,0.10264925355354142,[ 1.39512910e-16 -1.80570607e-17  7.54708381e-18]
1564,vehicle,7640,3692,triangles,0.3717560368438834,[-0.00201393  0.00458017 -0.01434535],7640,3692,0.3415101213173203,[-6.00269766e-17 -7.63635423e-17  2.57408155e-17]
1532,vehicle,8576,4745,triangles,0.16914199667511512,[-0.00016565  0.0147689   0.00519641],8576,4745,0.1745271323822249,[-1.85146360e-16 -1.66562701e-16 -1.04517729e-16]
1596,chess_set,7643,4059,triangles,0.04320337646095712,[ 0.01513886 -0.00117471 -0.06648003],7643,4059,0.06628273024250693,[-1.98302955e-18  3.77972270e-18  3.27336636e-17]
1515,vehicle,6256,3295,triangles,0.07777222321147675,[-0.00019225  0.00498756  0.00940909],6256,3295,0.07354183473215901,[-1.73983025e-17  1.95047148e-17 -2.91960015e-17]
1545,vehicle,7643,4052,triangles,0.10968150280178196,[-0.02540072 -0.00865642 -0.00128675],7643,4052,0.09453038044043553,[-6.80121200e-17 -1.51039102e-18 -1.03295676e-17]
1548,vehicle,7643,4052,triangles,0.10968150280178196,[-0.02540072 -0.00865642 -0.00128675],7643,4052,0.09453038044043553,[-6.80121200e-17 -1.51039102e-18 -1.03295676e-17]
1569,vehicle,7642,4638,triangles,0.09068521253599097,[-0.01770439 -0.01074011 -0.00296523],7642,4638,0.08169602669587069,[-4.35543509e-17 -2.46018049e-17  2.66604332e-18]
1553,vehicle,7608,4368,triangles,0.1202656005788626,[1.84596158e-03 6.34753781e-04 7.35527141e-05],7608,4368,0.11894334185570066,[ 1.99016627e-17  9.18305340e-18 -1.61583455e-16]
1587,vehicle,8999,4658,triangles,0.15018173894458503,[-3.91485899e-17 -3.88506554e-18  4.54409660e-17],8999,4658,0.15018173894458506,[-4.06382623e-18 -1.23940741e-18 -1.57190229e-17]
1520,vehicle,7531,2555,triangles,0.10653665577895245,[-0.01497849  0.01137914 -0.00118484],7531,2555,0.11415450447113129,[-1.79026179e-17 -1.50401544e-17 -9.09796265e-18]
1501,vehicle,7643,3949,triangles,0.19616087689035955,[-0.00100422 -0.01540316  0.00122335],7643,3949,0.19472805494791082,[1.30519382e-17 4.26103259e-18 5.03241128e-18]
1537,vehicle,6974,2142,triangles,0.05109080162257683,[-0.002836    0.00033525 -0.02358894],6974,2142,0.044491938296703025,[ 3.19182641e-17 -4.51254865e-18 -8.96354782e-17]
1561,vehicle,8928,4559,triangles,0.18078235814946897,[-5.78169131e-05 -7.08020587e-03 -1.14733969e-02],8928,4559,0.16888726811944074,[ 1.86210142e-16 -6.34530570e-17 -2.35487095e-17]
1534,vehicle,7640,3432,triangles,0.09575798664898415,[ 0.00051283  0.00625883 -0.00798723],7640,3432,0.1004976451653636,[ 3.68780375e-18 -2.14879267e-17 -1.90698273e-17]
1505,vehicle,7643,4026,triangles,0.06790687414397077,[ 0.00030549  0.00162283 -0.02057127],7643,4026,0.0601704363273566,[-5.30740931e-17  1.53048629e-18  9.67515520e-17]
1584,vehicle,7642,3842,triangles,0.18802961019005796,[ 0.00339616 -0.02437773 -0.00838865],7642,3842,0.1842496020787942,[ 4.72755041e-17 -7.90911093e-17 -2.10716978e-16]
1512,vehicle,7638,4588,triangles,0.08720507884236654,[1.66703749e-02 7.68364974e-04 4.73125303e-05],7638,4588,0.07903348099807661,[-2.93696095e-16  9.22375309e-19 -4.44607963e-18]
1530,vehicle,9144,4814,triangles,0.10434246305912519,[ 4.59503821e-04  1.19670086e-03 -2.51363021e-05],9144,4814,0.1046306671834194,[ 9.83956488e-17  1.31887992e-17 -4.10049135e-17]
1503,vehicle,7642,4127,triangles,0.02406138913020343,[-0.06305326  0.00271693  0.00065208],7642,4127,0.01684931597438971,[6.84642015e-18 4.49212256e-18 3.48962304e-18]
1527,vehicle,7641,3876,triangles,0.2013404782522799,[0.0030185  0.00146717 0.00292043],7641,3876,0.20509072727795064,[-1.02257384e-17  2.21271230e-18 -3.30116624e-18]
1544,vehicle,7637,4056,triangles,0.08204334980572973,[0.00110716 0.01129115 0.01974369],7637,4056,0.09258361944571104,[ 4.74974644e-18 -5.24009665e-18  3.93614573e-17]
1539,vehicle,7642,3817,triangles,0.0859801989626018,[-0.00089166  0.00902583 -0.01804227],7642,3817,0.07730594225936577,[7.16976619e-18 1.35760177e-17 7.59151715e-18]
1519,vehicle,7958,4099,triangles,0.07933741859818932,[-1.91627907e-18  9.96862929e-18 -2.17223436e-17],7958,4099,0.07933741859818937,[ 4.70605637e-18  1.16974279e-18 -4.88888158e-18]
1590,chess_set,7642,3990,triangles,0.20264302011720534,[-0.00420185 -0.00098066  0.00735797],7642,3990,0.20783895472918168,[ 5.95457963e-18  4.71983911e-18 -7.77712620e-18]
1531,vehicle,7642,4022,triangles,0.10616633009317963,[ 0.00457148 -0.00105244 -0.00013763],7642,4022,0.10330725528646498,[-1.60301906e-16 -2.59337278e-17  1.39398963e-17]
1528,vehicle,7642,4152,triangles,0.09605819010720532,[-7.14722012e-05 -8.90954127e-03  1.55445571e-02],7642,4152,0.08762858405716734,[-3.00651978e-17  8.78391772e-18 -5.51301137e-17]
1509,vehicle,7642,3885,triangles,0.1746984255985909,[-0.00087455  0.00915872  0.06518996],7642,3885,0.12095273642078255,[ 3.96385431e-17 -1.18370947e-17 -1.12829808e-16]
1589,chess_set,7218,3782,triangles,0.04358825749657185,[-5.91805822e-17  1.09037140e-17  2.46438982e-17],7218,3782,0.043588257496571865,[-1.02377123e-18 -2.19798913e-18 -6.38480983e-18]
1542,vehicle,7414,4384,triangles,0.13147159717138435,[-5.11743425e-17  7.02040691e-18 -2.71098026e-17],7414,4384,0.1314715971713844,[-1.68470773e-17 -4.01550498e-18  3.21620265e-18]
1522,vehicle,7643,4230,triangles,0.07464468696413563,[ 0.0021461   0.0012048  -0.00114657],7643,4230,0.07413352063795277,[-1.33659829e-17  4.45860842e-18  6.34375662e-17]
1504,vehicle,7219,3682,triangles,0.08414445624379358,[ 0.001347    0.00270737 -0.00537988],7219,3682,0.08692009302735783,[1.91912618e-17 2.28322024e-17 4.75508341e-17]
1593,chess_set,7642,4039,triangles,0.2482043359001808,[ 0.00120337 -0.01561147  0.00239302],7642,4039,0.24926636161107768,[ 2.56914308e-17 -2.37681597e-17 -3.35348376e-18]
1581,vehicle,7642,4072,triangles,0.03465835742370697,[-0.00061126 -0.00634193 -0.00360178],7642,4072,0.03570424405040537,[ 9.32115659e-18  1.93034848e-17 -3.89886769e-18]
1552,vehicle,7642,3831,triangles,0.10876210865005463,[-0.00145133  0.00532027 -0.00111864],7642,3831,0.10971473333898739,[ 1.02878928e-17 -1.61346037e-17  2.46329828e-19]
1573,vehicle,7620,3879,triangles,0.021003119019547812,[ 0.00097713  0.00818421 -0.00828246],7620,3879,0.01999302130696369,[ 7.92812008e-18 -9.48297612e-17  2.07254511e-16]
1559,vehicle,7643,4036,triangles,0.20403779960241214,[-0.00309514 -0.02400012 -0.02804539],7643,4036,0.20705027594731176,[ 6.55171875e-17  2.80994257e-17 -3.23906742e-17]
1521,vehicle,9248,4704,triangles,0.09137559899308931,[-3.43922850e-05  8.62104011e-04 -1.18996835e-03],9248,4704,0.09203112114430569,[-1.32724047e-16  2.14917635e-16  4.02408643e-18]
1508,vehicle,3936,2888,triangles,0.06585188041439578,[-0.02335694 -0.00368198 -0.00078694],3936,2888,0.07601483952759164,[1.42756690e-16 2.33538950e-17 1.02449597e-17]
1579,vehicle,7519,3926,triangles,0.055656911862528434,[ 0.00289619 -0.0203796  -0.03201666],7519,3926,0.05886002013877438,[ 1.34900157e-16 -1.24034054e-16  1.37505335e-16]
1554,vehicle,7631,3144,triangles,0.1864431515867408,[-0.00318314  0.00366913 -0.00613609],7631,3144,0.19347933443078966,[ 1.92276220e-17 -1.67455439e-17 -3.20018962e-17]
